iter	Passed	Remaining
2893	117947	3957646
2894	117986	3957552
2895	118024	3957406
2896	118061	3957250
2897	118100	3957134
2898	118138	3957022
2899	118175	3956853
2900	118212	3956686
2901	118250	3956557
2902	118290	3956463
2903	118329	3956361
2904	118366	3956201
2905	118406	3956129
2906	118444	3956001
2907	118482	3955865
2908	118519	3955721
2909	118560	3955686
2910	118598	3955543
2911	118634	3955347
2912	118672	3955210
2913	118709	3955052
2914	118747	3954920
2915	118785	3954787
2916	118822	3954623
2917	118860	3954493
2918	118897	3954336
2919	118936	3954240
2920	118973	3954058
2921	119010	3953906
2922	119048	3953755
2923	119086	3953629
2924	119127	3953602
2925	119163	3953423
2926	119200	3953260
2927	119236	3953053
2928	119275	3952941
2929	119312	3952794
2930	119349	3952620
2931	119386	3952452
2932	119423	3952288
2933	119460	3952138
2934	119498	3952015
2935	119536	3951855
2936	119573	3951721
2937	119613	3951643
2938	119652	3951555
2939	119689	3951388
2940	119729	3951306
2941	119766	3951154
2942	119805	3951064
2943	119844	3950960
2944	119883	3950878
2945	119923	3950803
2946	119963	3950725
2947	120001	3950592
2948	120038	3950431
2949	120076	3950297
2950	120116	3950242
2951	120156	3950182
2952	120194	3950048
2953	120232	3949911
2954	120269	3949771
2955	120306	3949603
2956	120346	3949544
2957	120384	3949421
2958	120422	3949265
2959	120460	3949138
2960	120502	3949140
2961	120541	3949055
2962	120580	3948969
2963	120621	3948914
2964	120661	3948876
2965	120699	3948721
2966	120736	3948574
2967	120773	3948426
2968	120815	3948415
2969	120852	3948249
2970	120893	3948215
2971	120932	3948123
2972	120969	3947953
2973	121006	3947812
2974	121043	3947637
2975	121081	3947525
2976	121122	3947488
2977	121161	3947405
2978	121201	3947321
2979	121239	3947194
2980	121278	3947111
2981	121320	3947116
2982	121358	3946975
2983	121394	3946796
2984	121434	3946732
2985	121477	3946761
2986	121517	3946695
2987	121553	3946507
2988	121593	3946445
2989	121632	3946356
2990	121672	3946283
2991	121710	3946156
2992	121747	3945981
2993	121786	3945886
2994	121826	3945821
2995	121863	3945681
2996	121908	3945762
2997	121947	3945682
2998	121988	3945660
2999	122029	3945606
3000	122066	3945476
3001	122107	3945416
3002	122145	3945288
3003	122185	3945251
3004	122224	3945160
3005	122263	3945057
3006	122300	3944898
3007	122340	3944830
3008	122380	3944783
3009	122421	3944729
3010	122460	3944652
3011	122500	3944567
3012	122540	3944512
3013	122579	3944411
3014	122620	3944387
3015	122657	3944235
3016	122697	3944160
3017	122739	3944163
3018	122779	3944118
3019	122820	3944076
3020	122863	3944129
3021	122909	3944263
3022	122949	3944201
3023	122988	3944094
3024	123027	3943986
3025	123067	3943924
3026	123109	3943946
3027	123149	3943872
3028	123187	3943736
3029	123225	3943626
3030	123265	3943553
3031	123304	3943482
3032	123343	3943370
3033	123383	3943300
3034	123420	3943139
3035	123458	3943013
3036	123497	3942923
3037	123537	3942878
3038	123576	3942766
3039	123614	3942647
3040	123652	3942523
3041	123691	3942437
3042	123728	3942290
3043	123766	3942141
3044	123806	3942090
3045	123843	3941919
3046	123883	3941864
3047	123923	3941814
3048	123961	3941693
3049	124001	3941635
3050	124037	3941433
3051	124075	3941305
3052	124113	3941194
3053	124152	3941084
3054	124189	3940937
3055	124227	3940794
3056	124265	3940673
3057	124303	3940555
3058	124341	3940435
3059	124380	3940334
3060	124417	3940170
3061	124456	3940102
3062	124497	3940066
3063	124533	3939874
3064	124571	3939740
3065	124608	3939590
3066	124645	3939441
3067	124684	3939352
3068	124721	3939183
3069	124758	3939033
3070	124795	3938895
3071	124833	3938753
3072	124869	3938574
3073	124909	3938511
3074	124946	3938369
3075	124986	3938300
3076	125024	3938182
3077	125063	3938073
3078	125105	3938067
3079	125143	3937955
3080	125180	3937803
3081	125217	3937659
3082	125256	3937559
3083	125295	3937451
3084	125332	3937321
3085	125372	3937237
3086	125409	3937081
3087	125445	3936910
3088	125486	3936869
3089	125523	3936725
3090	125560	3936563
3091	125597	3936401
3092	125635	3936303
3093	125672	3936149
3094	125709	3935978
3095	125748	3935892
3096	125787	3935794
3097	125826	3935712
3098	125866	3935655
3099	125905	3935574
3100	125941	3935382
3101	125979	3935253
3102	126016	3935104
3103	126052	3934918
3104	126090	3934801
3105	126129	3934690
3106	126168	3934598
3107	126205	3934460
3108	126243	3934327
3109	126281	3934222
3110	126320	3934117
3111	126357	3933985
3112	126392	3933770
3113	126430	3933625
3114	126468	3933501
3115	126503	3933310
3116	126543	3933227
3117	126579	3933063
3118	126618	3932972
3119	126659	3932947
3120	126699	3932868
3121	126738	3932776
3122	126776	3932662
3123	126815	3932588
3124	126852	3932418
3125	126891	3932331
3126	126931	3932294
3127	126971	3932230
3128	127012	3932204
3129	127051	3932091
3130	127088	3931961
3131	127127	3931870
3132	127165	3931725
3133	127203	3931626
3134	127241	3931488
3135	127281	3931449
3136	127320	3931362
3137	127362	3931345
3138	127400	3931237
3139	127440	3931172
3140	127479	3931098
3141	127519	3931021
3142	127558	3930934
3143	127595	3930796
3144	127637	3930800
3145	127675	3930681
3146	127715	3930616
3147	127752	3930466
3148	127790	3930344
3149	127830	3930292
3150	127869	3930179
3151	127909	3930134
3152	127947	3929999
3153	127985	3929895
3154	128024	3929794
3155	128060	3929617
3156	128098	3929508
3157	128136	3929382
3158	128175	3929280
3159	128212	3929135
3160	128260	3929329
3161	128298	3929221
3162	128335	3929076
3163	128375	3928999
3164	128421	3929127
3165	128463	3929128
3166	128510	3929301
3167	128556	3929414
3168	128598	3929418
3169	128640	3929416
3170	128681	3929398
3171	128725	3929444
3172	128768	3929491
3173	128810	3929498
3174	128859	3929703
3175	128902	3929725
3176	128948	3929879
3177	128991	3929900
3178	129040	3930117
3179	129083	3930134
3180	129126	3930183
3181	129169	3930217
3182	129210	3930198
3183	129254	3930232
3184	129297	3930271
3185	129337	3930234
3186	129376	3930132
3187	129416	3930064
3188	129453	3929916
3189	129492	3929823
3190	129531	3929734
3191	129570	3929641
3192	129608	3929532
3193	129645	3929381
3194	129687	3929403
3195	129726	3929310
3196	129767	3929273
3197	129806	3929185
3198	129846	3929138
3199	129889	3929147
3200	129926	3929016
3201	129965	3928918
3202	130005	3928852
3203	130043	3928732
3204	130081	3928620
3205	130120	3928545
3206	130158	3928430
3207	130196	3928295
3208	130233	3928157
3209	130271	3928017
3210	130308	3927886
3211	130345	3927729
3212	130383	3927611
3213	130421	3927500
3214	130460	3927404
3215	130497	3927273
3216	130534	3927109
3217	130572	3926993
3218	130609	3926855
3219	130649	3926802
3220	130688	3926687
3221	130729	3926687
3222	130769	3926609
3223	130808	3926517
3224	130846	3926401
3225	130887	3926379
3226	130924	3926231
3227	130963	3926141
3228	131000	3926001
3229	131041	3925964
3230	131080	3925888
3231	131119	3925803
3232	131157	3925685
3233	131195	3925563
3234	131233	3925433
3235	131272	3925351
3236	131310	3925231
3237	131348	3925108
3238	131384	3924947
3239	131421	3924786
3240	131457	3924625
3241	131494	3924469
3242	131530	3924294
3243	131570	3924245
3244	131610	3924169
3245	131646	3924000
3246	131684	3923875
3247	131722	3923787
3248	131761	3923680
3249	131800	3923600
3250	131841	3923563
3251	131883	3923578
3252	131921	3923467
3253	131964	3923482
3254	132003	3923400
3255	132043	3923340
3256	132086	3923372
3257	132126	3923324
3258	132166	3923272
3259	132206	3923222
3260	132247	3923168
3261	132290	3923197
3262	132329	3923118
3263	132368	3923041
3264	132409	3923005
3265	132453	3923064
3266	132492	3922985
3267	132532	3922943
3268	132571	3922845
3269	132610	3922758
3270	132653	3922779
3271	132700	3922927
3272	132742	3922948
3273	132791	3923162
3274	132842	3923407
3275	132890	3923598
3276	132940	3923834
3277	132983	3923869
3278	133039	3924285
3279	133093	3924639
3280	133136	3924657
3281	133187	3924945
3282	133233	3925043
3283	133280	3925208
3284	133324	3925258
3285	133377	3925583
3286	133418	3925552
3287	133460	3925559
3288	133500	3925498
3289	133542	3925501
3290	133588	3925631
3291	133633	3925701
3292	133699	3926409
3293	133751	3926715
3294	133799	3926874
3295	133854	3927275
3296	133905	3927532
3297	133956	3927788
3298	134002	3927904
3299	134043	3927888
3300	134084	3927850
3301	134125	3927816
3302	134166	3927793
3303	134206	3927741
3304	134248	3927732
3305	134289	3927699
3306	134334	3927784
3307	134373	3927715
3308	134419	3927810
3309	134461	3927811
3310	134506	3927903
3311	134551	3927985
3312	134594	3928019
3313	134637	3928040
3314	134676	3927976
3315	134719	3927995
3316	134762	3928012
3317	134802	3927960
3318	134840	3927850
3319	134883	3927880
3320	134926	3927896
3321	134967	3927869
3322	135009	3927868
3323	135053	3927936
3324	135099	3928036
3325	135143	3928111
3326	135187	3928144
3327	135231	3928223
3328	135279	3928401
3329	135320	3928346
3330	135364	3928423
3331	135409	3928509
3332	135457	3928667
3333	135501	3928721
3334	135547	3928849
3335	135590	3928866
3336	135633	3928892
3337	135677	3928962
3338	135719	3928941
3339	135762	3928975
3340	135804	3928987
3341	135849	3929066
3342	135891	3929055
3343	135935	3929123
3344	135974	3929029
3345	136015	3928996
3346	136057	3928986
3347	136096	3928899
3348	136136	3928845
3349	136174	3928739
3350	136215	3928712
3351	136257	3928704
3352	136302	3928790
3353	136345	3928823
3354	136390	3928908
3355	136435	3928984
3356	136481	3929093
3357	136526	3929188
3358	136573	3929328
3359	136626	3929646
3360	136673	3929770
3361	136726	3930082
3362	136778	3930367
3363	136830	3930669
3364	136880	3930895
3365	136928	3931059
3366	136976	3931220
3367	137029	3931540
3368	137078	3931747
3369	137129	3931998
3370	137177	3932172
3371	137223	3932267
3372	137270	3932422
3373	137328	3932864
3374	137375	3932997
3375	137424	3933216
3376	137477	3933505
3377	137529	3933790
3378	137579	3934023
3379	137640	3934571
3380	137695	3934926
3381	137747	3935199
3382	137794	3935356
3383	137847	3935654
3384	137898	3935916
3385	137951	3936214
3386	138002	3936464
3387	138049	3936601
3388	138102	3936908
3389	138153	3937167
3390	138203	3937405
3391	138257	3937735
3392	138309	3937997
3393	138355	3938130
3394	138407	3938402
3395	138453	3938509
3396	138506	3938800
3397	138558	3939099
3398	138616	3939544
3399	138662	3939647
3400	138708	3939760
3401	138756	3939928
3402	138804	3940088
3403	138851	3940204
3404	138900	3940415
3405	138945	3940486
3406	138994	3940672
3407	139048	3941025
3408	139094	3941123
3409	139146	3941395
3410	139189	3941409
3411	139236	3941540
3412	139277	3941525
3413	139315	3941406
3414	139356	3941361
3415	139399	3941371
3416	139439	3941332
3417	139483	3941371
3418	139525	3941372
3419	139563	3941253
3420	139604	3941205
3421	139646	3941194
3422	139688	3941195
3423	139730	3941172
3424	139769	3941097
3425	139809	3941020
3426	139851	3941029
3427	139888	3940879
3428	139926	3940756
3429	139965	3940667
3430	140002	3940505
3431	140039	3940370
3432	140076	3940221
3433	140116	3940144
3434	140159	3940168
3435	140199	3940105
3436	140238	3940022
3437	140281	3940029
3438	140319	3939914
3439	140358	3939833
3440	140399	3939793
3441	140439	3939737
3442	140481	3939735
3443	140524	3939737
3444	140569	3939824
3445	140615	3939940
3446	140658	3939937
3447	140701	3939979
3448	140746	3940045
3449	140790	3940093
3450	140829	3940014
3451	140871	3939986
3452	140911	3939926
3453	140951	3939876
3454	140994	3939877
3455	141037	3939902
3456	141079	3939891
3457	141124	3939976
3458	141166	3939970
3459	141208	3939963
3460	141252	3940017
3461	141293	3939963
3462	141336	3939982
3463	141377	3939951
3464	141414	3939808
3465	141452	3939679
3466	141492	3939618
3467	141531	3939526
3468	141567	3939374
3469	141606	3939271
3470	141645	3939191
3471	141686	3939148
3472	141724	3939014
3473	141760	3938863
3474	141799	3938758
3475	141838	3938676
3476	141878	3938619
3477	141917	3938525
3478	141959	3938515
3479	141997	3938402
3480	142035	3938279
3481	142073	3938158
3482	142114	3938123
3483	142153	3938041
3484	142191	3937899
3485	142232	3937878
3486	142274	3937873
3487	142313	3937777
3488	142350	3937622
3489	142386	3937450
3490	142424	3937325
3491	142470	3937445
3492	142513	3937458
3493	142556	3937493
3494	142596	3937405
3495	142634	3937285
3496	142672	3937190
3497	142710	3937049
3498	142747	3936921
3499	142787	3936846
3500	142831	3936902
3501	142875	3936939
3502	142920	3937013
3503	142958	3936900
3504	142998	3936838
3505	143037	3936767
3506	143078	3936719
3507	143117	3936617
3508	143156	3936540
3509	143196	3936482
3510	143236	3936415
3511	143279	3936445
3512	143319	3936372
3513	143358	3936287
3514	143397	3936198
3515	143436	3936100
3516	143471	3935904
3517	143512	3935853
3518	143549	3935714
3519	143586	3935578
3520	143623	3935439
3521	143660	3935294
3522	143697	3935151
3523	143734	3935003
3524	143772	3934890
3525	143809	3934732
3526	143848	3934636
3527	143888	3934593
3528	143926	3934475
3529	143966	3934403
3530	144003	3934272
3531	144041	3934135
3532	144077	3933976
3533	144117	3933898
3534	144154	3933766
3535	144193	3933667
3536	144233	3933627
3537	144272	3933515
3538	144310	3933408
3539	144346	3933242
3540	144389	3933252
3541	144428	3933179
3542	144466	3933063
3543	144504	3932935
3544	144543	3932856
3545	144583	3932773
3546	144618	3932588
3547	144656	3932484
3548	144695	3932374
3549	144734	3932282
3550	144772	3932188
3551	144810	3932062
3552	144847	3931922
3553	144886	3931833
3554	144924	3931702
3555	144961	3931577
3556	145000	3931472
3557	145039	3931403
3558	145078	3931303
3559	145115	3931172
3560	145154	3931076
3561	145193	3930987
3562	145231	3930867
3563	145270	3930769
3564	145306	3930622
3565	145347	3930575
3566	145385	3930449
3567	145423	3930351
3568	145464	3930312
3569	145501	3930166
3570	145540	3930090
3571	145579	3929995
3572	145618	3929912
3573	145658	3929832
3574	145696	3929726
3575	145733	3929585
3576	145772	3929487
3577	145814	3929485
3578	145852	3929375
3579	145890	3929272
3580	145930	3929201
3581	145969	3929106
3582	146009	3929044
3583	146046	3928906
3584	146084	3928786
3585	146122	3928680
3586	146159	3928547
3587	146198	3928457
3588	146238	3928385
3589	146276	3928266
3590	146313	3928124
3591	146352	3928038
3592	146389	3927897
3593	146427	3927786
3594	146463	3927633
3595	146503	3927564
3596	146539	3927392
3597	146576	3927256
3598	146614	3927137
3599	146651	3927000
3600	146691	3926951
3601	146728	3926813
3602	146766	3926677
3603	146804	3926582
3604	146843	3926474
3605	146881	3926382
3606	146920	3926286
3607	146961	3926250
3608	146998	3926107
3609	147035	3925959
3610	147072	3925830
3611	147110	3925726
3612	147149	3925622
3613	147190	3925591
3614	147229	3925498
3615	147269	3925454
3616	147309	3925378
3617	147350	3925342
3618	147388	3925232
3619	147432	3925278
3620	147468	3925130
3621	147506	3925006
3622	147542	3924848
3623	147581	3924751
3624	147622	3924734
3625	147662	3924667
3626	147701	3924566
3627	147737	3924404
3628	147775	3924293
3629	147813	3924178
3630	147856	3924196
3631	147896	3924145
3632	147933	3924006
3633	147972	3923929
3634	148009	3923786
3635	148050	3923747
3636	148090	3923684
3637	148131	3923658
3638	148171	3923595
3639	148209	3923490
3640	148250	3923436
3641	148289	3923354
3642	148329	3923300
3643	148368	3923210
3644	148406	3923092
3645	148443	3922969
3646	148481	3922862
3647	148520	3922756
3648	148558	3922653
3649	148597	3922573
3650	148636	3922488
3651	148678	3922487
3652	148718	3922407
3653	148755	3922284
3654	148796	3922240
3655	148833	3922104
3656	148872	3922013
3657	148907	3921832
3658	148948	3921801
3659	148988	3921732
3660	149027	3921640
3661	149063	3921484
3662	149100	3921348
3663	149141	3921301
3664	149178	3921175
3665	149217	3921081
3666	149254	3920947
3667	149293	3920860
3668	149334	3920829
3669	149374	3920774
3670	149412	3920657
3671	149449	3920532
3672	149487	3920408
3673	149525	3920312
3674	149563	3920184
3675	149600	3920059
3676	149638	3919937
3677	149675	3919801
3678	149713	3919689
3679	149751	3919571
3680	149788	3919443
3681	149825	3919299
3682	149864	3919212
3683	149903	3919131
3684	149941	3919021
3685	149977	3918872
3686	150013	3918710
3687	150052	3918606
3688	150088	3918461
3689	150130	3918450
3690	150167	3918311
3691	150206	3918236
3692	150243	3918094
3693	150283	3918028
3694	150321	3917927
3695	150359	3917811
3696	150399	3917740
3697	150437	3917651
3698	150478	3917609
3699	150516	3917491
3700	150554	3917394
3701	150594	3917315
3702	150631	3917188
3703	150668	3917061
3704	150706	3916944
3705	150745	3916860
3706	150784	3916778
3707	150824	3916722
3708	150862	3916602
3709	150902	3916537
3710	150940	3916434
3711	150979	3916349
3712	151019	3916288
3713	151059	3916251
3714	151100	3916214
3715	151138	3916089
3716	151177	3916004
3717	151214	3915884
3718	151256	3915870
3719	151295	3915791
3720	151349	3916088
3721	151391	3916075
3722	151429	3915967
3723	151468	3915879
3724	151508	3915838
3725	151544	3915660
3726	151581	3915535
3727	151618	3915409
3728	151658	3915345
3729	151696	3915236
3730	151735	3915142
3731	151774	3915074
3732	151811	3914941
3733	151860	3915097
3734	151902	3915103
3735	151939	3914973
3736	151978	3914869
3737	152016	3914768
3738	152056	3914716
3739	152097	3914675
3740	152137	3914623
3741	152182	3914702
3742	152226	3914736
3743	152266	3914681
3744	152306	3914611
3745	152349	3914643
3746	152394	3914706
3747	152433	3914621
3748	152473	3914563
3749	152512	3914484
3750	152552	3914427
3751	152591	3914339
3752	152630	3914272
3753	152666	3914103
3754	152705	3914010
3755	152744	3913925
3756	152783	3913863
3757	152822	3913777
3758	152862	3913709
3759	152905	3913730
3760	152945	3913683
3761	152984	3913584
3762	153025	3913554
3763	153063	3913457
3764	153106	3913463
3765	153147	3913426
3766	153184	3913288
3767	153220	3913148
3768	153258	3913041
3769	153298	3912987
3770	153344	3913063
3771	153381	3912947
3772	153425	3912969
3773	153464	3912903
3774	153502	3912791
3775	153544	3912778
3776	153581	3912642
3777	153619	3912528
3778	153657	3912441
3779	153703	3912522
3780	153743	3912467
3781	153783	3912414
3782	153822	3912329
3783	153862	3912273
3784	153903	3912228
3785	153942	3912154
3786	153980	3912036
3787	154018	3911949
3788	154061	3911961
3789	154103	3911956
3790	154144	3911907
3791	154184	3911873
3792	154224	3911806
3793	154262	3911695
3794	154302	3911651
3795	154342	3911575
3796	154379	3911458
3797	154418	3911370
3798	154459	3911326
3799	154495	3911186
3800	154533	3911067
3801	154571	3910965
3802	154611	3910914
3803	154649	3910797
3804	154688	3910721
3805	154728	3910642
3806	154765	3910522
3807	154804	3910444
3808	154845	3910401
3809	154886	3910383
3810	154926	3910319
3811	154969	3910327
3812	155006	3910206
3813	155044	3910099
3814	155083	3910009
3815	155126	3910026
3816	155165	3909957
3817	155204	3909866
3818	155254	3910074
3819	155297	3910089
3820	155338	3910044
3821	155376	3909949
3822	155418	3909927
3823	155457	3909857
3824	155496	3909762
3825	155532	3909621
3826	155572	3909552
3827	155610	3909442
3828	155648	3909350
3829	155688	3909291
3830	155727	3909202
3831	155765	3909098
3832	155809	3909128
3833	155852	3909149
3834	155897	3909225
3835	155940	3909239
3836	155982	3909229
3837	156028	3909325
3838	156071	3909353
3839	156112	3909322
3840	156151	3909225
3841	156188	3909102
3842	156228	3909050
3843	156275	3909175
3844	156318	3909183
3845	156360	3909186
3846	156404	3909226
3847	156448	3909264
3848	156492	3909292
3849	156533	3909263
3850	156571	3909168
3851	156609	3909055
3852	156648	3908984
3853	156688	3908909
3854	156727	3908841
3855	156768	3908793
3856	156809	3908774
3857	156851	3908767
3858	156894	3908771
3859	156933	3908703
3860	156971	3908591
3861	157009	3908494
3862	157050	3908443
3863	157088	3908345
3864	157129	3908305
3865	157166	3908187
3866	157205	3908110
3867	157244	3908027
3868	157283	3907948
3869	157323	3907883
3870	157364	3907839
3871	157402	3907753
3872	157444	3907740
3873	157484	3907681
3874	157523	3907605
3875	157562	3907529
3876	157601	3907431
3877	157638	3907315
3878	157677	3907221
3879	157716	3907133
3880	157755	3907054
3881	157794	3906976
3882	157837	3907007
3883	157879	3906998
3884	157919	3906940
3885	157958	3906856
3886	157997	3906760
3887	158035	3906653
3888	158076	3906641
3889	158117	3906606
3890	158156	3906508
3891	158197	3906497
3892	158235	3906372
3893	158274	3906288
3894	158318	3906344
3895	158358	3906276
3896	158402	3906331
3897	158450	3906471
3898	158497	3906587
3899	158539	3906576
3900	158580	3906545
3901	158617	3906423
3902	158656	3906335
3903	158694	3906237
3904	158738	3906257
3905	158775	3906141
3906	158819	3906182
3907	158859	3906132
3908	158904	3906194
3909	158941	3906066
3910	158983	3906058
3911	159027	3906092
3912	159068	3906055
3913	159109	3906038
3914	159150	3905985
3915	159188	3905879
3916	159226	3905779
3917	159266	3905739
3918	159308	3905726
3919	159347	3905634
3920	159385	3905533
3921	159424	3905447
3922	159462	3905358
3923	159501	3905273
3924	159540	3905186
3925	159579	3905114
3926	159618	3905016
3927	159658	3904975
3928	159696	3904854
3929	159734	3904762
3930	159772	3904657
3931	159816	3904680
3932	159856	3904624
3933	159892	3904491
3934	159931	3904408
3935	159968	3904267
3936	160008	3904224
3937	160048	3904163
3938	160086	3904063
3939	160123	3903933
3940	160161	3903830
3941	160199	3903709
3942	160238	3903624
3943	160275	3903511
3944	160317	3903492
3945	160355	3903389
3946	160399	3903432
3947	160443	3903480
3948	160503	3903893
3949	160560	3904266
3950	160618	3904649
3951	160677	3905058
3952	160733	3905373
3953	160783	3905577
3954	160827	3905614
3955	160871	3905639
3956	160918	3905759
3957	160959	3905739
3958	161003	3905762
3959	161046	3905776
3960	161093	3905901
3961	161136	3905923
3962	161179	3905925
3963	161223	3905972
3964	161269	3906045
3965	161314	3906120
3966	161358	3906152
3967	161404	3906253
3968	161450	3906339
3969	161493	3906349
3970	161535	3906332
3971	161574	3906266
3972	161618	3906300
3973	161656	3906187
3974	161694	3906101
3975	161734	3906038
3976	161776	3906019
3977	161815	3905942
3978	161854	3905864
3979	161895	3905821
3980	161936	3905788
3981	161976	3905746
3982	162020	3905784
3983	162059	3905687
3984	162097	3905585
3985	162133	3905440
3986	162171	3905338
3987	162211	3905273
3988	162250	3905185
3989	162289	3905107
3990	162328	3905038
3991	162367	3904946
3992	162408	3904914
3993	162445	3904794
3994	162482	3904670
3995	162519	3904546
3996	162559	3904473
3997	162598	3904407
3998	162637	3904321
3999	162676	3904242
4000	162713	3904114
4001	162754	3904081
4002	162798	3904124
4003	162836	3904020
4004	162876	3903944
4005	162914	3903847
4006	162951	3903711
4007	162991	3903659
4008	163027	3903508
4009	163069	3903499
4010	163107	3903401
4011	163147	3903342
4012	163185	3903239
4013	163224	3903154
4014	163263	3903065
4015	163304	3903050
4016	163345	3903018
4017	163385	3902960
4018	163424	3902862
4019	163460	3902732
4020	163498	3902628
4021	163535	3902488
4022	163575	3902430
4023	163614	3902361
4024	163658	3902397
4025	163697	3902320
4026	163746	3902459
4027	163798	3902705
4028	163845	3902820
4029	163895	3903001
4030	163943	3903118
4031	163992	3903279
4032	164039	3903396
4033	164088	3903543
4034	164132	3903576
4035	164172	3903521
4036	164213	3903508
4037	164256	3903510
4038	164300	3903560
4039	164347	3903653
4040	164387	3903610
4041	164429	3903582
4042	164471	3903583
4043	164515	3903624
4044	164558	3903641
4045	164601	3903662
4046	164644	3903654
4047	164686	3903662
4048	164725	3903586
4049	164773	3903705
4050	164812	3903638
4051	164854	3903615
4052	164898	3903647
4053	164939	3903623
4054	164980	3903591
4055	165021	3903567
4056	165065	3903590
4057	165105	3903542
4058	165147	3903533
4059	165191	3903562
4060	165235	3903596
4061	165280	3903652
4062	165320	3903597
4063	165359	3903528
4064	165400	3903497
4065	165440	3903429
4066	165481	3903407
4067	165521	3903353
4068	165565	3903389
4069	165606	3903354
4070	165643	3903226
4071	165683	3903160
4072	165722	3903079
4073	165762	3903026
4074	165802	3902975
4075	165841	3902893
4076	165880	3902801
4077	165918	3902715
4078	165958	3902639
4079	165995	3902521
4080	166036	3902487
4081	166078	3902470
4082	166115	3902357
4083	166154	3902268
4084	166193	3902200
4085	166233	3902122
4086	166270	3902003
4087	166309	3901926
4088	166350	3901895
4089	166388	3901791
4090	166425	3901661
4091	166464	3901592
4092	166502	3901488
4093	166542	3901418
4094	166580	3901316
4095	166617	3901185
4096	166654	3901075
4097	166693	3900991
4098	166735	3900978
4099	166777	3900962
4100	166814	3900829
4101	166853	3900755
4102	166892	3900671
4103	166929	3900549
4104	166968	3900465
4105	167005	3900358
4106	167048	3900356
4107	167097	3900508
4108	167138	3900481
4109	167175	3900353
4110	167216	3900310
4111	167255	3900237
4112	167292	3900120
4113	167331	3900027
4114	167369	3899944
4115	167407	3899831
4116	167446	3899748
4117	167485	3899660
4118	167526	3899640
4119	167564	3899528
4120	167601	3899407
4121	167638	3899292
4122	167675	3899167
4123	167712	3899039
4124	167751	3898951
4125	167789	3898843
4126	167828	3898764
4127	167867	3898693
4128	167905	3898597
4129	167943	3898495
4130	167982	3898398
4131	168020	3898293
4132	168059	3898215
4133	168097	3898114
4134	168136	3898046
4135	168176	3897985
4136	168214	3897881
4137	168251	3897759
4138	168291	3897707
4139	168328	3897579
4140	168365	3897456
4141	168405	3897392
4142	168445	3897344
4143	168484	3897262
4144	168523	3897176
4145	168560	3897054
4146	168597	3896939
4147	168643	3897006
4148	168683	3896947
4149	168727	3897004
4150	168768	3896968
4151	168812	3896990
4152	168849	3896883
4153	168890	3896832
4154	168927	3896706
4155	168967	3896663
4156	169015	3896785
4157	169053	3896690
4158	169095	3896683
4159	169134	3896591
4160	169172	3896496
4161	169213	3896468
4162	169252	3896395
4163	169293	3896350
4164	169332	3896274
4165	169374	3896259
4166	169412	3896164
4167	169451	3896076
4168	169490	3896000
4169	169533	3896018
4170	169570	3895894
4171	169612	3895881
4172	169651	3895809
4173	169691	3895739
4174	169730	3895665
4175	169770	3895611
4176	169807	3895496
4177	169844	3895377
4178	169883	3895277
4179	169920	3895173
4180	169958	3895052
4181	169997	3894989
4182	170039	3894978
4183	170076	3894853
4184	170123	3894954
4185	170164	3894919
4186	170209	3894981
4187	170253	3895018
4188	170294	3894982
4189	170335	3894958
4190	170385	3895121
4191	170445	3895514
4192	170514	3896130
4193	170568	3896405
4194	170613	3896453
4195	170672	3896834
4196	170740	3897412
4197	170789	3897558
4198	170834	3897632
4199	170874	3897566
4200	170937	3898044
4201	170991	3898297
4202	171041	3898463
4203	171084	3898483
4204	171130	3898562
4205	171196	3899085
4206	171253	3899426
4207	171307	3899689
4208	171368	3900100
4209	171420	3900323
4210	171477	3900651
4211	171536	3901035
4212	171619	3901950
4213	171673	3902205
4214	171727	3902466
4215	171774	3902579
4216	171821	3902671
4217	171899	3903470
4218	171972	3904170
4219	172039	3904721
4220	172103	3905215
4221	172155	3905420
4222	172198	3905425
4223	172243	3905481
4224	172289	3905573
4225	172331	3905560
4226	172376	3905612
4227	172432	3905919
4228	172491	3906287
4229	172543	3906490
4230	172597	3906758
4231	172653	3907060
4232	172700	3907163
4233	172762	3907605
4234	172804	3907587
4235	172850	3907662
4236	172900	3907828
4237	172943	3907842
4238	172985	3907834
4239	173029	3907857
4240	173074	3907919
4241	173133	3908268
4242	173178	3908329
4243	173222	3908359
4244	173265	3908378
4245	173306	3908343
4246	173348	3908315
4247	173394	3908386
4248	173436	3908381
4249	173479	3908384
4250	173525	3908472
4251	173569	3908499
4252	173609	3908448
4253	173652	3908436
4254	173693	3908416
4255	173735	3908385
4256	173780	3908444
4257	173828	3908565
4258	173872	3908606
4259	173915	3908616
4260	173960	3908658
4261	174002	3908649
4262	174051	3908794
4263	174095	3908825
4264	174137	3908813
4265	174180	3908811
4266	174222	3908804
4267	174263	3908758
4268	174304	3908726
4269	174346	3908703
4270	174388	3908704
4271	174429	3908662
4272	174469	3908599
4273	174513	3908639
4274	174553	3908574
4275	174595	3908564
4276	174639	3908591
4277	174683	3908608
4278	174728	3908672
4279	174769	3908629
4280	174811	3908624
4281	174856	3908678
4282	174896	3908605
4283	174943	3908713
4284	174994	3908899
4285	175039	3908948
4286	175084	3908995
4287	175123	3908911
4288	175163	3908857
4289	175204	3908817
4290	175247	3908829
